idSensor,week,maxTemp,minTemp,rainSum,windSpeed,maxOzone
5952,2022-07-25/2022-07-31,36.8,18.8,19.0,22.4,171.2
5952,2022-08-01/2022-08-07,36.3,21.0,22.7,19.3,174.3
5952,2022-08-08/2022-08-14,31.9,16.1,1.6,22.7,133.3
5952,2022-08-15/2022-08-21,31.0,17.9,26.4,19.2,130.1
5952,2022-08-22/2022-08-28,31.3,19.5,2.8,20.9,146.9
5952,2022-08-29/2022-09-04,30.4,18.2,25.6,17.9,133.0
5952,2022-09-05/2022-09-11,31.0,15.7,48.00000000000001,18.6,136.7
5952,2022-09-12/2022-09-18,28.8,11.8,31.1,27.1,144.4
5952,2022-09-19/2022-09-25,25.8,9.7,5.4,18.8,105.2
5952,2022-09-26/2022-10-02,23.8,11.1,72.7,16.7,93.4
5952,2022-10-03/2022-10-09,24.2,12.5,4.7,17.4,115.1
5952,2022-10-10/2022-10-16,22.6,11.5,0.5,13.3,98.9
5952,2022-10-17/2022-10-23,23.9,12.3,24.8,19.4,100.8
5952,2022-10-24/2022-10-30,23.1,11.3,30.5,16.6,66.8
5952,2022-10-31/2022-11-06,21.9,5.3,25.9,21.0,67.0
5952,2022-11-07/2022-11-13,17.0,4.8,7.5,13.2,66.3
5952,2022-11-14/2022-11-20,15.1,3.4,14.6,15.9,39.4
5952,2022-11-21/2022-11-27,13.2,0.9,39.400000000000006,20.4,60.5
5952,2022-11-28/2022-12-04,9.3,1.1,40.7,11.7,29.8
5952,2022-12-05/2022-12-11,10.6,-0.7,39.5,14.1,42.2
5952,2022-12-12/2022-12-18,8.0,-1.2,24.6,15.0,29.1
5952,2022-12-19/2022-12-25,11.0,0.1,3.8,10.1,31.2
5952,2022-12-26/2023-01-01,12.6,4.1,6.4,10.8,17.7
5952,2023-01-02/2023-01-08,13.8,4.6,28.299999999999997,21.2,32.7
5952,2023-01-09/2023-01-15,14.0,-1.3,9.7,24.4,63.8
5952,2023-01-16/2023-01-22,8.1,-2.2,19.0,17.4,45.0
5952,2023-01-23/2023-01-29,10.8,-2.6,8.9,30.0,58.4
5952,2023-01-30/2023-02-05,16.1,-1.8,0.0,22.2,70.3
5952,2023-02-06/2023-02-12,12.7,-3.6,0.0,16.2,77.0
5952,2023-02-13/2023-02-19,15.0,-0.9,0.0,17.6,96.9
5952,2023-02-20/2023-02-26,16.3,4.1,4.6,30.9,78.4
5952,2023-02-27/2023-03-05,15.5,-0.2,6.6,17.2,96.8
5952,2023-03-06/2023-03-12,21.8,3.0,1.9000000000000001,23.8,88.0
5952,2023-03-13/2023-03-19,16.5,3.0,13.6,22.6,100.2
5952,2023-03-20/2023-03-26,20.8,6.0,7.6000000000000005,20.7,117.0
5952,2023-03-27/2023-04-02,20.3,1.6,0.7,30.3,92.8
5952,2023-04-03/2023-04-09,18.2,1.9,4.4,21.7,119.0
5952,2023-04-10/2023-04-16,19.3,5.2,34.0,19.1,108.1
5952,2023-04-17/2023-04-23,21.8,7.1,42.2,27.0,115.7
5952,2023-04-24/2023-04-30,22.4,7.1,6.5,20.9,130.1
5952,2023-05-01/2023-05-07,25.7,10.6,34.3,21.0,151.6
5952,2023-05-08/2023-05-14,21.7,9.1,73.8,20.3,106.2
5952,2023-05-15/2023-05-21,24.5,10.4,29.3,17.1,107.3
5952,2023-05-22/2023-05-28,27.6,14.3,39.5,19.8,133.0
5952,2023-05-29/2023-06-04,25.7,14.9,22.6,15.1,155.4
5952,2023-06-05/2023-06-11,26.5,14.5,16.0,17.1,146.5
5952,2023-06-12/2023-06-18,29.0,16.4,25.5,20.2,176.3
5952,2023-06-19/2023-06-25,32.5,19.2,0.7,18.7,181.4
5952,2023-06-26/2023-07-02,32.8,16.8,13.0,21.2,181.3
5952,2023-07-03/2023-07-09,32.5,17.3,48.7,18.6,161.7
5952,2023-07-10/2023-07-16,34.9,20.1,23.2,26.7,174.8
5952,2023-07-17/2023-07-23,34.4,19.0,29.200000000000003,22.4,149.6
5952,2023-07-24/2023-07-30,29.8,17.1,20.5,19.9,133.6
5952,2023-07-31/2023-08-06,31.1,16.7,14.8,22.4,125.0
5952,2023-08-07/2023-08-13,31.5,14.6,0.0,17.1,156.0
5952,2023-08-14/2023-08-20,34.3,21.1,6.800000000000001,14.5,162.7
5952,2023-08-21/2023-08-27,36.1,20.8,6.3,24.4,188.8
5952,2023-08-28/2023-09-03,29.4,15.3,113.4,31.3,134.4
5952,2023-09-04/2023-09-10,30.2,15.8,0.0,14.8,156.2
5952,2023-09-11/2023-09-17,30.3,17.4,38.900000000000006,21.1,169.7
5952,2023-09-18/2023-09-24,26.9,11.3,58.699999999999996,24.4,103.0
5952,2023-09-25/2023-10-01,27.3,11.4,0.0,11.7,151.1
5952,2023-10-02/2023-10-08,28.6,14.3,0.0,15.6,151.1
5952,2023-10-09/2023-10-15,29.3,14.1,0.1,22.6,124.8
5952,2023-10-16/2023-10-22,21.1,10.9,40.1,26.3,76.4
5952,2023-10-23/2023-10-29,20.9,10.9,146.4,20.6,68.0
5952,2023-10-30/2023-11-05,18.8,5.0,127.1,31.6,70.2
5952,2023-11-06/2023-11-12,17.2,3.3,17.0,21.6,59.2
5952,2023-11-13/2023-11-19,18.7,2.8,0.0,25.3,64.2
5952,2023-11-20/2023-11-26,14.3,1.4,0.0,28.8,70.3
5952,2023-11-27/2023-12-03,9.0,0.1,27.599999999999998,22.7,58.3
5952,2023-12-04/2023-12-10,9.5,-2.6,9.1,20.4,43.1
5952,2023-12-11/2023-12-17,10.6,1.0,8.600000000000001,11.4,18.3
5952,2023-12-18/2023-12-24,18.5,0.1,0.0,27.8,67.4
5952,2023-12-25/2023-12-31,12.0,4.2,12.299999999999999,13.6,60.1
5952,2024-01-01/2024-01-07,11.0,1.4,40.6,17.7,39.9
5952,2024-01-08/2024-01-14,9.5,-2.5,0.3,13.2,54.2
5952,2024-01-15/2024-01-21,8.9,-5.1,20.799999999999997,24.3,51.6
5952,2024-01-22/2024-01-28,11.6,-3.1,0.0,12.6,45.2
5952,2024-01-29/2024-02-04,14.5,-1.2,0.0,11.9,50.1
5952,2024-02-05/2024-02-11,14.8,4.4,38.9,21.1,55.1
5952,2024-02-12/2024-02-18,15.6,2.1,0.0,11.6,96.7
5952,2024-02-19/2024-02-25,15.8,3.8,31.2,21.5,85.1
5952,2024-02-26/2024-03-03,15.2,6.5,97.89999999999999,30.0,75.2
5952,2024-03-04/2024-03-10,15.8,4.0,57.3,41.8,83.8
5952,2024-03-11/2024-03-17,19.1,3.6,0.2,13.3,96.1
5952,2024-03-18/2024-03-24,20.0,4.7,1.8,22.0,102.4
5952,2024-03-25/2024-03-31,18.4,2.8,79.19999999999999,23.6,92.1
5952,2024-04-01/2024-04-07,23.7,5.2,13.700000000000001,25.0,97.2
5952,2024-04-08/2024-04-14,27.6,8.9,44.199999999999996,20.1,140.7
5952,2024-04-15/2024-04-21,23.5,3.6,9.399999999999999,33.8,117.5
5952,2024-04-22/2024-04-28,20.2,4.2,48.5,22.4,108.6
5952,2024-04-29/2024-05-05,24.2,7.3,37.7,18.5,123.3
5952,2024-05-06/2024-05-12,25.6,11.4,12.8,13.8,145.0
5952,2024-05-13/2024-05-19,23.5,11.3,70.89999999999999,24.2,129.4
5952,2024-05-20/2024-05-26,24.3,10.4,90.7,16.1,115.8
5952,2024-05-27/2024-06-02,25.4,11.2,93.80000000000001,22.7,126.1
5952,2024-06-03/2024-06-09,27.4,13.7,23.1,13.7,134.8
5952,2024-06-10/2024-06-16,26.5,14.3,59.9,17.3,122.7
5952,2024-06-17/2024-06-23,29.6,16.7,36.3,23.3,137.9
5952,2024-06-24/2024-06-30,31.1,16.6,55.300000000000004,19.3,156.7
5952,2024-07-01/2024-07-07,28.2,15.3,31.1,18.5,137.0
5952,2024-07-08/2024-07-14,32.0,19.1,16.2,21.9,161.6
5952,2024-07-15/2024-07-21,32.7,19.9,11.5,14.4,171.7
5952,2024-07-22/2024-07-28,34.9,21.0,6.0,20.4,159.5
5952,2024-07-29/2024-08-04,34.3,21.7,14.7,22.5,165.2
5952,2024-08-05/2024-08-11,34.7,19.5,8.8,21.1,179.7
5952,2024-08-12/2024-08-18,34.7,20.3,15.6,14.8,153.7
5952,2024-08-19/2024-08-25,33.0,19.9,4.4,19.7,135.2
5952,2024-08-26/2024-09-01,33.7,19.6,10.8,17.1,166.8
5952,2024-09-02/2024-09-08,31.5,17.9,56.599999999999994,27.8,144.2
5952,2024-09-09/2024-09-15,28.2,9.9,51.7,20.3,108.9
5952,2024-09-16/2024-09-22,24.4,12.6,9.1,20.4,108.0
5952,2024-09-23/2024-09-29,26.0,12.3,96.60000000000001,20.6,93.4
5952,2024-09-30/2024-10-06,21.1,8.9,51.9,21.9,90.2
5952,2024-10-07/2024-10-13,20.4,10.3,77.3,27.3,85.9
5952,2024-10-14/2024-10-20,21.8,11.7,85.7,24.7,69.2
5952,2024-10-21/2024-10-27,21.3,12.5,38.699999999999996,17.0,82.7
5952,2024-10-28/2024-11-03,20.0,8.4,0.0,9.0,65.1
5952,2024-11-04/2024-11-10,15.2,6.1,0.0,9.9,30.1
5952,2024-11-11/2024-11-17,12.7,1.3,0.0,13.9,66.0
5952,2024-11-18/2024-11-24,14.9,0.4,2.3000000000000003,28.7,71.3
5952,2024-11-25/2024-12-01,12.5,1.4,2.7,11.4,33.1
5952,2024-12-02/2024-12-08,10.5,-1.4,36.5,14.0,48.3
5952,2024-12-09/2024-12-15,9.9,-0.2,7.8,16.4,49.8
5952,2024-12-16/2024-12-22,12.4,-0.9,11.299999999999999,16.3,45.6
5952,2024-12-23/2024-12-29,11.4,-2.6,0.0,18.2,59.0
5952,2024-12-30/2025-01-05,8.8,-0.8,0.3,8.9,27.9
5960,2018-01-01/2018-01-07,12.6,-2.9,8.600000000000001,19.9,71.3
5960,2018-01-08/2018-01-14,13.6,-1.2,15.7,34.2,51.2
5960,2018-01-15/2018-01-21,11.9,-2.2,2.0,30.3,71.4
5960,2018-01-22/2018-01-28,10.3,-2.1,1.0,13.7,42.8
5960,2018-01-29/2018-02-04,9.7,-0.4,9.4,12.9,46.4
5960,2018-02-05/2018-02-11,10.1,0.1,16.9,13.1,57.1
5960,2018-02-12/2018-02-18,10.3,-3.4,6.7,12.4,54.5
5960,2018-02-19/2018-02-25,9.9,-1.3,23.0,22.0,61.5
5960,2018-02-26/2018-03-04,4.3,-6.3,1.7000000000000002,13.0,65.7
5960,2018-03-05/2018-03-11,14.4,0.2,32.9,25.2,67.1
5960,2018-03-12/2018-03-18,16.6,2.1,54.300000000000004,23.0,74.5
5960,2018-03-19/2018-03-25,12.5,-0.5,11.8,16.6,79.2
5960,2018-03-26/2018-04-01,18.0,2.1,25.5,20.8,86.0
5960,2018-04-02/2018-04-08,19.4,2.2,26.900000000000002,21.1,115.2
5960,2018-04-09/2018-04-15,20.0,5.5,64.2,26.0,112.8
5960,2018-04-16/2018-04-22,26.5,10.2,0.2,11.1,144.0
5960,2018-04-23/2018-04-29,25.4,12.2,8.2,21.1,137.9
5960,2018-04-30/2018-05-06,25.9,8.9,52.5,16.9,120.4
5960,2018-05-07/2018-05-13,24.3,12.7,31.700000000000003,15.8,129.6
5960,2018-05-14/2018-05-20,22.9,9.7,39.4,15.5,118.8
5960,2018-05-21/2018-05-27,27.9,13.0,43.9,14.8,139.5
5960,2018-05-28/2018-06-03,27.4,16.7,42.8,14.5,131.5
5960,2018-06-04/2018-06-10,28.5,16.0,39.2,12.0,115.9
5960,2018-06-11/2018-06-17,28.2,17.0,8.5,16.0,155.1
5960,2018-06-18/2018-06-24,29.3,15.9,10.5,19.2,153.8
5960,2018-06-25/2018-07-01,33.1,15.7,0.1,21.6,148.4
5960,2018-07-02/2018-07-08,30.4,18.8,9.1,19.5,138.4
5960,2018-07-09/2018-07-15,30.8,18.5,74.0,17.3,134.3
5960,2018-07-16/2018-07-22,32.5,17.3,27.4,14.7,151.0
5960,2018-07-23/2018-07-29,31.1,18.5,0.8,12.0,131.4
5960,2018-07-30/2018-08-05,33.7,21.4,0.2,11.9,137.7
5960,2018-08-06/2018-08-12,33.5,20.7,8.7,17.6,154.3
5960,2018-08-13/2018-08-19,31.5,18.5,12.399999999999999,14.8,122.9
5960,2018-08-20/2018-08-26,32.7,15.9,78.0,16.0,141.7
5960,2018-08-27/2018-09-02,28.7,13.5,60.599999999999994,20.9,166.6
5960,2018-09-03/2018-09-09,27.8,15.0,10.7,8.7,153.9
5960,2018-09-10/2018-09-16,29.6,17.4,23.3,10.7,168.7
5960,2018-09-17/2018-09-23,28.1,16.9,9.4,18.0,153.6
5960,2018-09-24/2018-09-30,27.5,7.4,0.8999999999999999,25.5,133.1
5960,2018-10-01/2018-10-07,22.0,8.1,8.4,12.2,103.7
5960,2018-10-08/2018-10-14,23.1,11.7,14.7,15.7,113.0
5960,2018-10-15/2018-10-21,22.9,11.1,1.9000000000000001,26.6,106.9
5960,2018-10-22/2018-10-28,26.9,6.5,55.8,24.4,84.5
5960,2018-10-29/2018-11-04,18.0,8.7,65.5,38.6,82.2
5960,2018-11-05/2018-11-11,17.2,10.3,41.9,22.7,63.4
5960,2018-11-12/2018-11-18,17.6,2.8,0.1,16.1,67.7
5960,2018-11-19/2018-11-25,11.3,1.6,26.8,20.6,52.7
5960,2018-11-26/2018-12-02,12.8,-0.6,1.6,11.0,58.5
5960,2018-12-03/2018-12-09,13.8,-0.2,4.5,19.9,71.1
5960,2018-12-10/2018-12-16,13.8,-4.8,0.30000000000000004,21.3,66.4
5960,2018-12-17/2018-12-23,8.1,-5.2,6.0,10.9,14.0
5960,2018-12-24/2018-12-30,14.6,-3.6,0.0,20.7,13.9
5960,2018-12-31/2019-01-06,13.5,-4.9,0.0,28.7,60.6
5960,2019-01-07/2019-01-13,9.7,-5.0,0.0,25.3,63.6
5960,2019-01-14/2019-01-20,13.8,-3.0,4.3,28.6,76.9
5960,2019-01-21/2019-01-27,7.5,-5.0,1.0,13.0,42.4
5960,2019-01-28/2019-02-03,8.2,-2.2,43.8,14.2,33.7
5960,2019-02-04/2019-02-10,11.6,-4.1,3.3,11.6,59.8
5960,2019-02-11/2019-02-17,14.2,-1.4,0.0,25.3,78.0
5960,2019-02-18/2019-02-24,18.1,-1.6,0.0,18.9,89.8
5960,2019-02-25/2019-03-03,19.2,-1.5,0.0,15.0,93.6
5960,2019-03-04/2019-03-10,17.2,0.3,12.4,22.8,91.7
5960,2019-03-11/2019-03-17,22.0,-0.2,0.0,32.8,90.7
5960,2019-03-18/2019-03-24,22.6,1.3,8.9,20.3,142.0
5960,2019-03-25/2019-03-31,23.0,3.2,0.6,28.2,144.6
5960,2019-04-01/2019-04-07,22.5,4.3,50.5,28.6,128.4
5960,2019-04-08/2019-04-14,18.6,6.3,36.4,17.3,110.9
5960,2019-04-15/2019-04-21,22.5,5.6,0.3,14.5,139.8
5960,2019-04-22/2019-04-28,21.2,5.6,33.3,30.6,121.2
5960,2019-04-29/2019-05-05,22.0,5.2,56.400000000000006,17.1,131.0
5960,2019-05-06/2019-05-12,21.2,5.2,29.0,15.5,116.9
5960,2019-05-13/2019-05-19,20.0,4.7,57.1,19.4,104.6
5960,2019-05-20/2019-05-26,24.1,10.8,36.2,13.2,149.2
5960,2019-05-27/2019-06-02,28.2,10.9,32.7,12.3,150.3
5960,2019-06-03/2019-06-09,29.7,14.9,1.0,16.7,167.3
5960,2019-06-10/2019-06-16,29.3,13.8,61.6,20.5,159.4
5960,2019-06-17/2019-06-23,30.1,16.1,36.800000000000004,17.6,167.9
5960,2019-06-24/2019-06-30,36.2,18.2,0.0,19.0,233.9
5960,2019-07-01/2019-07-07,34.2,19.0,1.8,18.5,203.5
5960,2019-07-08/2019-07-14,31.7,18.0,25.2,19.2,149.0
5960,2019-07-15/2019-07-21,32.1,16.5,32.4,15.9,170.2
5960,2019-07-22/2019-07-28,35.2,19.5,12.1,15.0,214.4
5960,2019-07-29/2019-08-04,32.5,16.2,26.9,15.4,155.4
5960,2019-08-05/2019-08-11,33.2,19.7,20.7,21.0,157.5
5960,2019-08-12/2019-08-18,31.5,18.9,10.799999999999999,16.9,139.5
5960,2019-08-19/2019-08-25,31.8,18.9,26.9,16.3,139.6
5960,2019-08-26/2019-09-01,31.6,19.0,7.9,17.4,172.2
5960,2019-09-02/2019-09-08,29.1,13.0,96.0,15.1,133.9
5960,2019-09-09/2019-09-15,27.6,11.1,0.3,18.0,145.4
5960,2019-09-16/2019-09-22,29.0,9.2,18.4,17.7,160.8
5960,2019-09-23/2019-09-29,24.6,11.2,13.5,11.4,113.2
5960,2019-09-30/2019-10-06,26.3,8.9,10.8,15.0,105.5
5960,2019-10-07/2019-10-13,20.8,8.9,29.9,15.1,84.8
5960,2019-10-14/2019-10-20,20.8,9.1,35.699999999999996,27.0,81.3
5960,2019-10-21/2019-10-27,22.4,10.3,41.400000000000006,21.8,68.5
5960,2019-10-28/2019-11-03,19.8,8.2,54.6,20.6,52.0
5960,2019-11-04/2019-11-10,16.8,2.8,51.0,22.3,54.1
5960,2019-11-11/2019-11-17,14.1,3.0,63.3,35.7,62.5
5960,2019-11-18/2019-11-24,14.2,2.5,68.7,31.1,74.6
5960,2019-11-25/2019-12-01,17.1,1.8,33.0,17.7,30.4
5960,2019-12-02/2019-12-08,10.5,-1.8,6.6,12.8,47.0
5960,2019-12-09/2019-12-15,13.4,-2.0,8.5,23.8,36.1
5960,2019-12-16/2019-12-22,12.8,4.5,63.8,30.0,55.9
5960,2019-12-23/2019-12-29,13.4,-1.3,0.1,20.5,51.9
5960,2019-12-30/2020-01-05,11.1,-3.5,0.0,12.3,45.4
5960,2020-01-06/2020-01-12,8.6,-4.4,0.0,12.2,32.2
5960,2020-01-13/2020-01-19,9.3,-3.2,26.2,15.8,29.6
5960,2020-01-20/2020-01-26,10.1,-2.9,0.6,13.0,59.5
5960,2020-01-27/2020-02-02,13.3,-0.5,2.0,17.1,45.6
5960,2020-02-03/2020-02-09,16.9,-2.5,0.2,40.3,87.1
5960,2020-02-10/2020-02-16,18.2,0.0,1.9000000000000001,26.9,80.6
5960,2020-02-17/2020-02-23,16.1,0.5,3.6,17.9,83.6
5960,2020-02-24/2020-03-01,18.9,0.8,6.9,29.2,93.8
5960,2020-03-02/2020-03-08,16.1,0.5,52.3,32.1,92.8
5960,2020-03-09/2020-03-15,18.9,3.2,6.3,22.1,93.9
5960,2020-03-16/2020-03-22,19.9,1.6,1.1,24.1,116.2
5960,2020-03-23/2020-03-29,19.1,0.3,2.5,23.7,102.7
5960,2020-03-30/2020-04-05,18.6,-2.3,10.3,27.6,125.1
5960,2020-04-06/2020-04-12,25.0,5.4,0.0,12.7,139.8
5960,2020-04-13/2020-04-19,24.7,4.7,2.0,30.1,131.7
5960,2020-04-20/2020-04-26,24.5,7.3,14.700000000000001,23.4,144.6
5960,2020-04-27/2020-05-03,24.4,11.2,18.0,17.6,107.3
5960,2020-05-04/2020-05-10,26.1,11.6,1.5,18.9,154.1
5960,2020-05-11/2020-05-17,24.0,12.0,63.4,24.4,104.5
5960,2020-05-18/2020-05-24,27.1,15.1,17.0,21.7,150.0
5960,2020-05-25/2020-05-31,25.2,12.8,12.200000000000001,20.4,150.5
5960,2020-06-01/2020-06-07,27.9,14.4,55.5,18.0,134.4
5960,2020-06-08/2020-06-14,25.2,12.6,59.300000000000004,15.7,128.2
5960,2020-06-15/2020-06-21,28.7,14.7,27.700000000000003,12.8,125.5
5960,2020-06-22/2020-06-28,31.1,16.5,1.6,15.3,160.0
5960,2020-06-29/2020-07-05,30.5,17.9,48.0,17.1,149.6
5960,2020-07-06/2020-07-12,31.5,16.7,24.400000000000002,24.1,181.5
5960,2020-07-13/2020-07-19,29.2,17.4,1.9,17.0,141.1
5960,2020-07-20/2020-07-26,31.3,15.8,33.099999999999994,12.8,171.1
5960,2020-07-27/2020-08-02,34.1,20.3,18.0,15.8,179.8
5960,2020-08-03/2020-08-09,32.4,14.4,42.4,19.4,152.2
5960,2020-08-10/2020-08-16,32.5,20.7,16.6,16.4,167.3
5960,2020-08-17/2020-08-23,33.3,18.4,26.7,18.0,144.7
5960,2020-08-24/2020-08-30,30.5,17.5,42.6,19.7,132.4
5960,2020-08-31/2020-09-06,28.7,13.7,12.5,14.1,156.6
5960,2020-09-07/2020-09-13,29.8,16.8,17.7,11.6,152.7
5960,2020-09-14/2020-09-20,29.6,17.2,0.3,11.4,152.5
5960,2020-09-21/2020-09-27,24.0,5.8,68.4,27.1,99.2
5960,2020-09-28/2020-10-04,21.8,8.8,53.800000000000004,34.2,86.7
5960,2020-10-05/2020-10-11,22.3,8.8,37.4,17.9,83.6
5960,2020-10-12/2020-10-18,17.3,3.2,21.0,12.1,83.6
5960,2020-10-19/2020-10-25,17.7,6.7,10.0,9.5,65.3
5960,2020-10-26/2020-11-01,17.6,6.5,30.6,26.4,60.6
5960,2020-11-02/2020-11-08,18.0,6.5,0.5,9.4,46.7
5960,2020-11-09/2020-11-15,17.2,6.7,0.4,8.2,42.2
5960,2020-11-16/2020-11-22,14.3,-1.8,6.6,16.6,58.7
5960,2020-11-23/2020-11-29,10.2,-2.4,0.0,8.9,33.2
5960,2020-11-30/2020-12-06,8.1,-0.3,70.8,31.1,40.6
5960,2020-12-07/2020-12-13,8.4,-1.0,57.2,19.4,44.4
5960,2020-12-14/2020-12-20,9.2,-1.2,9.899999999999999,8.4,11.1
5960,2020-12-21/2020-12-27,10.9,-3.0,29.0,20.4,46.8
5960,2020-12-28/2021-01-03,9.1,-3.2,32.9,22.7,49.8
5960,2021-01-04/2021-01-10,6.9,-3.4,21.0,10.4,40.2
5960,2021-01-11/2021-01-17,10.5,-5.5,0.0,17.3,41.0
5960,2021-01-18/2021-01-24,9.1,-4.7,40.5,22.5,35.8
5960,2021-01-25/2021-01-31,10.9,-5.0,9.7,20.9,70.6
5960,2021-02-01/2021-02-07,10.7,-0.7,29.799999999999997,17.2,44.0
5960,2021-02-08/2021-02-14,12.3,-3.9,29.1,24.3,70.6
5960,2021-02-15/2021-02-21,13.5,-5.5,0.7,12.9,74.4
5960,2021-02-22/2021-02-28,18.4,2.3,0.0,21.2,82.0
5960,2021-03-01/2021-03-07,15.8,-0.4,8.1,25.9,89.0
5960,2021-03-08/2021-03-14,16.0,0.0,0.8,33.9,91.2
5960,2021-03-15/2021-03-21,15.3,-1.1,0.6,23.4,91.9
5960,2021-03-22/2021-03-28,19.0,-0.8,0.0,14.0,126.3
5960,2021-03-29/2021-04-04,26.1,6.8,0.2,24.0,143.8
5960,2021-04-05/2021-04-11,17.4,-1.1,35.7,25.6,101.4
5960,2021-04-12/2021-04-18,14.5,2.0,27.5,17.8,113.4
5960,2021-04-19/2021-04-25,23.9,4.5,0.9,12.6,154.1
5960,2021-04-26/2021-05-02,20.2,9.7,62.1,24.6,108.9
5960,2021-05-03/2021-05-09,23.7,7.0,4.5,19.9,117.1
5960,2021-05-10/2021-05-16,24.2,9.4,47.3,18.0,112.9
5960,2021-05-17/2021-05-23,23.6,8.6,6.3999999999999995,21.3,125.0
5960,2021-05-24/2021-05-30,25.2,9.5,21.0,20.5,146.2
5960,2021-05-31/2021-06-06,30.2,14.7,7.1,16.9,153.3
5960,2021-06-07/2021-06-13,34.7,16.3,10.6,20.9,167.3
5960,2021-06-14/2021-06-20,33.1,21.2,2.4000000000000004,18.3,178.4
5960,2021-06-21/2021-06-27,33.2,17.9,1.9,18.0,152.9
5960,2021-06-28/2021-07-04,34.2,18.0,14.0,21.0,164.7
5960,2021-07-05/2021-07-11,32.5,16.0,13.0,19.9,152.7
5960,2021-07-12/2021-07-18,31.6,15.2,20.3,24.6,157.4
5960,2021-07-19/2021-07-25,33.1,20.1,33.3,18.8,165.8
5960,2021-07-26/2021-08-01,30.2,18.7,96.5,17.6,137.4
5960,2021-08-02/2021-08-08,30.1,17.2,33.7,18.4,130.1
5960,2021-08-09/2021-08-15,35.6,18.2,0.0,12.4,182.5
5960,2021-08-16/2021-08-22,34.3,15.3,0.9,19.1,146.0
5960,2021-08-23/2021-08-29,29.7,14.3,5.3,19.0,131.6
5960,2021-08-30/2021-09-05,29.1,15.6,4.2,12.3,143.1
5960,2021-09-06/2021-09-12,29.4,16.5,0.1,13.2,157.2
5960,2021-09-13/2021-09-19,29.9,12.6,36.699999999999996,25.6,161.4
5960,2021-09-20/2021-09-26,24.7,11.8,37.7,17.3,129.0
5960,2021-09-27/2021-10-03,25.3,13.8,7.4,14.8,115.5
5960,2021-10-04/2021-10-10,22.3,8.9,48.4,27.4,92.2
5960,2021-10-11/2021-10-17,19.0,4.5,0.0,12.2,91.9
5960,2021-10-18/2021-10-24,18.7,6.0,5.2,9.5,98.8
5960,2021-10-25/2021-10-31,17.3,4.1,3.9,9.0,69.5
5960,2021-11-01/2021-11-07,14.7,1.2,70.1,19.1,65.5
5960,2021-11-08/2021-11-14,14.5,4.8,34.8,18.5,57.8
5960,2021-11-15/2021-11-21,13.1,3.4,17.7,12.4,33.1
5960,2021-11-22/2021-11-28,12.4,-0.1,31.7,13.6,65.7
5960,2021-11-29/2021-12-05,10.7,-3.3,1.0,17.4,44.4
5960,2021-12-06/2021-12-12,8.0,-3.3,9.0,18.8,38.0
5960,2021-12-13/2021-12-19,8.7,-2.5,0.0,13.7,22.4
5960,2021-12-20/2021-12-26,9.3,-1.9,7.5,14.2,29.6
5960,2021-12-27/2022-01-02,8.6,0.5,3.1,14.5,8.7
5960,2022-01-03/2022-01-09,7.2,-4.6,11.0,13.6,54.6
5960,2022-01-10/2022-01-16,9.9,-4.1,0.0,11.1,41.1
5960,2022-01-17/2022-01-23,10.9,-3.0,1.9,13.1,46.5
5960,2022-01-24/2022-01-30,15.1,-2.8,0.0,20.1,63.1
5960,2022-01-31/2022-02-06,17.3,-0.2,0.0,31.6,77.1
5960,2022-02-07/2022-02-13,14.0,-2.4,1.4000000000000001,44.7,87.0
5960,2022-02-14/2022-02-20,14.1,-1.3,21.099999999999998,18.0,66.3
5960,2022-02-21/2022-02-27,17.2,-0.7,0.2,27.4,84.2
5960,2022-02-28/2022-03-06,12.9,-1.9,4.6,21.7,99.1
5960,2022-03-07/2022-03-13,13.6,-3.3,0.0,18.6,101.2
5960,2022-03-14/2022-03-20,16.3,1.7,0.0,16.3,110.2
5960,2022-03-21/2022-03-27,20.9,0.3,0.0,11.5,144.2
5960,2022-03-28/2022-04-03,20.8,3.6,22.6,15.6,140.2
5960,2022-04-04/2022-04-10,21.5,2.6,1.1,32.2,117.9
5960,2022-04-11/2022-04-17,24.8,3.5,0.2,23.9,154.4
5960,2022-04-18/2022-04-24,21.6,6.7,22.4,22.2,125.5
5960,2022-04-25/2022-05-01,22.3,7.8,8.8,13.8,128.4
5960,2022-05-02/2022-05-08,22.6,9.2,28.5,15.8,113.7
5960,2022-05-09/2022-05-15,28.4,11.9,0.9,16.3,147.3
5960,2022-05-16/2022-05-22,32.2,15.6,1.3,19.8,158.4
5960,2022-05-23/2022-05-29,30.9,12.9,43.900000000000006,28.6,161.8
5960,2022-05-30/2022-06-05,30.6,13.3,15.299999999999999,20.3,150.9
5960,2022-06-06/2022-06-12,32.1,13.8,28.799999999999997,22.7,161.3
5960,2022-06-13/2022-06-19,34.2,19.8,0.4,19.4,197.5
5960,2022-06-20/2022-06-26,34.6,17.2,14.899999999999999,20.8,159.3
5960,2022-06-27/2022-07-03,35.5,19.3,20.0,18.6,171.2
5960,2022-07-04/2022-07-10,33.4,19.0,5.0,26.1,167.2
5960,2022-07-11/2022-07-17,36.9,20.3,1.8,19.8,178.5
5960,2022-07-18/2022-07-24,37.5,23.3,2.4,12.7,171.7
5960,2022-07-25/2022-07-31,36.6,18.7,12.5,22.0,171.4
5960,2022-08-01/2022-08-07,36.2,20.5,13.9,22.5,170.4
